Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,WAR,playerid
Ben Chapman,- - -,1717,7420,90,1144,977,287,11.1 %,7.5 %,.138,.320,.302,.383,.440,.379,115,41.3,1002141
Joe Gordon,- - -,1566,6536,253,914,975,89,11.6 %,10.7 %,.197,.269,.268,.357,.466,.379,121,60.6,1004874
Tex McDonald,- - -,357,1137,13,131,135,34,7.7 %,11.0 %,.135,.330,.298,.359,.434,.379,122,6.1,1008468
Steve Evans,- - -,978,3893,32,478,466,86,9.2 %,9.1 %,.121,.317,.287,.374,.407,.379,124,17.8,1003870
Stan Spence,- - -,1112,4446,95,541,575,21,11.7 %,5.6 %,.155,.282,.282,.369,.437,.379,125,23.6,1012328
Giancarlo Stanton,Marlins,489,2002,117,261,294,17,11.2 %,28.6 %,.270,.325,.265,.354,.535,.379,138,13.5,4949
Reggie Smith,- - -,1982,8050,314,1123,1092,137,11.1 %,12.8 %,.202,.295,.287,.366,.489,.379,137,64.6,1012201
Dutch Zwilling,- - -,366,1443,30,167,202,46,8.9 %,10.3 %,.153,.311,.284,.351,.438,.379,131,11.5,1014467
Ellis Burks,- - -,1982,8177,352,1253,1206,181,9.7 %,16.4 %,.219,.313,.291,.363,.510,.379,125,44.7,372
Bobby Abreu,- - -,2342,9926,287,1441,1349,399,14.7 %,18.3 %,.185,.340,.292,.396,.477,.379,130,58.6,945
Danny Tartabull,- - -,1404,5842,262,756,925,37,13.1 %,23.3 %,.223,.322,.273,.368,.496,.379,133,22.6,1012829
Buck Freeman,- - -,1126,4619,82,588,713,92,5.9 %,10.0 %,.168,.250,.293,.346,.462,.379,127,23.9,1004316
Gil Hodges,- - -,2071,8104,370,1105,1274,63,11.6 %,14.0 %,.214,.278,.273,.359,.487,.378,121,42.1,1005883
Bob Fothergill,- - -,1106,3579,36,453,582,42,5.6 %,4.9 %,.134,.336,.325,.368,.459,.378,112,11.7,1004261
Rusty Greer,Rangers,1022,4420,119,643,614,31,11.7 %,12.6 %,.174,.327,.305,.387,.478,.378,120,18.1,1252
Carlos Gonzalez,- - -,691,2826,125,448,419,107,8.0 %,22.1 %,.230,.350,.300,.357,.530,.378,125,19.7,7287
Hanley Ramirez,- - -,1095,4760,178,758,583,247,9.5 %,16.6 %,.204,.334,.302,.373,.506,.378,132,37.1,8001
Bob Nieman,- - -,1113,3947,125,455,544,10,11.0 %,13.0 %,.179,.314,.295,.373,.474,.378,130,20.6,1009587
Al Kaline,Tigers,2834,11597,399,1622,1583,137,11.0 %,8.8 %,.182,.296,.297,.376,.480,.378,134,88.9,1006678
Ryan Howard,Phillies,1178,5018,311,695,963,12,11.7 %,27.9 %,.274,.324,.271,.361,.545,.378,130,20.4,2154
Moises Alou,- - -,1927,7913,332,1109,1287,106,9.3 %,11.3 %,.212,.306,.303,.369,.516,.378,129,48.2,261
Luke Easter,Indians,491,1931,93,256,340,1,9.0 %,15.2 %,.207,.283,.274,.350,.481,.378,123,9.6,1003640
Bibb Falk,- - -,1353,5264,69,655,784,47,7.8 %,5.3 %,.134,.324,.314,.372,.449,.378,111,19.8,1003911
Luke Appling,White Sox,2422,10243,45,1319,1116,179,12.7 %,5.2 %,.088,.326,.310,.399,.398,.378,115,72.7,1000284
J.D. Drew,- - -,1559,6153,242,944,795,87,14.0 %,18.5 %,.212,.311,.278,.384,.489,.378,127,45.0,1152
Johnny Bassler,- - -,811,2858,1,250,318,13,15.3 %,2.8 %,.058,.314,.304,.416,.361,.378,110,17.3,1000646
Joe Mauer,Twins,1178,5060,105,688,634,43,12.2 %,11.1 %,.146,.349,.323,.405,.468,.378,134,44.0,1857
Vern Stephens,- - -,1720,7240,247,1001,1174,25,9.6 %,9.5 %,.174,.289,.286,.355,.460,.377,117,48.6,1012501
Ted Kluszewski,- - -,1718,6470,279,848,1028,20,7.6 %,5.6 %,.200,.280,.298,.353,.498,.377,120,27.2,1007020
Hank Thompson,- - -,933,3568,129,492,482,33,13.8 %,9.4 %,.186,.263,.267,.372,.453,.377,120,23.4,1013012
George Gore,- - -,1310,6104,46,1327,618,170,11.7 %,5.4 %,.110,.315,.301,.386,.411,.377,131,42.9,1004879
John Olerud,- - -,2225,9063,255,1139,1230,11,14.1 %,11.2 %,.170,.309,.295,.398,.465,.377,130,57.7,1093
Bruce Campbell,- - -,1360,5369,106,759,766,53,10.2 %,10.9 %,.165,.313,.290,.367,.455,.377,108,16.3,1001875
Joe Sewell,- - -,1903,8329,49,1141,1055,74,10.1 %,1.4 %,.101,.312,.312,.391,.413,.377,111,48.1,1011766
Troy Tulowitzki,Rockies,870,3689,155,543,552,54,9.8 %,15.8 %,.214,.316,.295,.367,.509,.377,121,29.2,3531
Jack Clark,- - -,1987,8230,340,1118,1180,77,15.3 %,17.5 %,.209,.289,.267,.379,.476,.377,138,50.6,1002288
Danny Taylor,- - -,674,2494,44,388,305,56,10.7 %,10.7 %,.149,.323,.297,.374,.446,.377,122,13.7,1012865
Dom DiMaggio,Red Sox,1399,6478,87,1046,618,100,11.6 %,8.8 %,.121,.320,.298,.383,.419,.377,112,34.6,1003310
Ernie Lombardi,- - -,1853,6349,190,601,990,8,6.8 %,4.1 %,.154,.297,.306,.358,.460,.376,125,41.9,1007718
Nick Etten,- - -,937,3840,89,426,526,22,12.5 %,5.2 %,.146,.274,.277,.371,.423,.376,128,17.7,1003848
Levi Meyerle,- - -,307,1453,10,306,279,19,0.7 %,1.0 %,.123,.357,.356,.360,.479,.376,139,10.1,1008830
Andrew McCutchen,Pirates,734,3171,103,459,379,125,11.4 %,16.7 %,.193,.332,.296,.380,.489,.376,139,27.2,9847
Kip Selbach,- - -,1610,7089,44,1064,779,334,11.0 %,4.8 %,.118,.320,.293,.376,.411,.376,118,36.7,1011731
Billy Williams,- - -,2486,10519,426,1410,1475,90,9.9 %,9.9 %,.202,.287,.290,.361,.492,.376,132,60.4,1013975
Braggo Roth,- - -,811,3284,30,427,422,189,10.2 %,11.8 %,.132,.321,.284,.367,.416,.376,123,17.1,1011238
Ken Phelps,- - -,750,2288,123,308,313,10,17.0 %,19.7 %,.241,.246,.239,.373,.480,.376,131,9.5,1010277
Jake Beckley,- - -,2386,10470,86,1600,1575,315,5.9 %,5.5 %,.128,.313,.308,.361,.435,.376,119,61.2,1000754
Nomar Garciaparra,- - -,1434,6116,229,927,936,95,6.6 %,9.1 %,.208,.312,.313,.361,.521,.376,124,41.6,190
Chase Utley,Phillies,1323,5671,217,852,808,129,9.7 %,14.8 %,.210,.305,.287,.373,.498,.376,128,55.2,1679
Vic Wertz,- - -,1862,7021,266,867,1178,9,11.8 %,12.0 %,.192,.283,.277,.364,.469,.376,120,32.0,1013795
Barney McCosky,- - -,1170,4760,24,664,397,58,10.4 %,5.5 %,.103,.329,.312,.386,.414,.375,112,22.1,1008422
Curt Walker,- - -,1359,5572,64,718,688,96,9.6 %,4.6 %,.136,.311,.304,.374,.440,.375,111,23.5,1013510
Kevin Youkilis,- - -,1061,4436,150,653,618,26,12.2 %,18.7 %,.197,.321,.281,.382,.478,.375,127,28.4,1935
Jim Rice,Red Sox,2087,9058,382,1249,1451,58,7.4 %,15.7 %,.204,.318,.298,.352,.502,.375,128,50.8,1010897
Johnny Frederick,Robins,805,3364,85,498,377,23,6.2 %,5.2 %,.169,.306,.308,.357,.477,.375,116,16.0,1004311
Jose Canseco,- - -,1884,8129,462,1186,1407,200,11.1 %,23.9 %,.249,.299,.266,.353,.515,.375,130,42.1,1001918
Josh Hamilton,- - -,888,3787,182,544,632,47,8.2 %,20.5 %,.235,.330,.295,.354,.530,.375,130,26.2,1875
Earl Smith,- - -,860,2569,46,225,355,18,9.6 %,4.1 %,.129,.303,.303,.374,.432,.375,114,14.8,1012127
Tommy Glaviano,- - -,389,1246,24,191,108,11,16.7 %,13.9 %,.138,.290,.257,.395,.395,.375,116,7.2,1004761
Magglio Ordonez,- - -,1842,7745,294,1076,1236,94,8.4 %,11.0 %,.193,.316,.309,.369,.502,.375,126,37.8,248
Carl Yastrzemski,Red Sox,3306,13991,452,1816,1844,168,13.2 %,10.0 %,.177,.290,.285,.379,.462,.375,130,94.8,1014326
Stan Hack,Cubs,1938,8506,57,1239,642,165,12.8 %,5.5 %,.096,.316,.301,.394,.397,.375,124,55.8,1005183
Dwight Evans,- - -,2590,10569,385,1470,1384,78,13.2 %,16.1 %,.198,.295,.272,.370,.470,.375,129,65.1,1003865
Chick Stahl,- - -,1304,5709,36,858,622,189,8.2 %, ,.111,.000,.305,.369,.416,.375,121,33.1,1012381
Tommy Holmes,- - -,1320,5565,88,698,581,40,8.6 %,2.2 %,.130,.297,.302,.366,.432,.375,122,33.8,1005980
Lou Boudreau,- - -,1646,7023,68,861,789,51,11.3 %,4.4 %,.120,.303,.295,.380,.415,.375,122,64.5,1001234
King Kelly,- - -,1455,6455,69,1357,950,368,8.5 %,6.5 %,.131,.323,.308,.368,.438,.375,131,45.1,1006806
Roy Thomas,- - -,1470,6575,7,1011,299,244,15.8 %,8.9 %,.043,.200,.290,.413,.333,.375,128,44.0,1012992
Ed Cartwright,- - -,495,2129,24,348,333,144,9.5 %,7.7 %,.137,.320,.295,.368,.432,.375,103,8.3,1002024
Reggie Jackson,- - -,2820,11416,563,1551,1702,228,12.0 %,22.7 %,.228,.298,.262,.356,.490,.374,139,72.7,1006308
Pat Mullin,Tigers,864,2849,87,381,385,20,11.6 %,11.0 %,.182,.281,.271,.358,.453,.374,114,10.8,1009308
Travis Hafner,- - -,1183,4782,213,619,731,11,12.5 %,20.4 %,.225,.308,.273,.376,.498,.374,132,20.9,1573
George Brett,Royals,2702,11625,317,1583,1596,201,9.4 %,7.8 %,.183,.307,.305,.369,.487,.374,132,84.6,1001400
Shin-Soo Choo,- - -,853,3677,104,497,427,105,12.2 %,20.9 %,.176,.350,.288,.389,.465,.374,135,23.6,3174
Joe Judge,- - -,2171,9171,71,1184,1034,213,10.5 %,5.2 %,.122,.310,.298,.378,.420,.374,116,45.6,1006644
Bing Miller,- - -,1820,6885,116,946,992,127,5.6 %,4.9 %,.150,.316,.311,.359,.461,.374,108,26.5,1008871
Frank Howard,- - -,1895,7353,382,864,1119,8,10.6 %,19.9 %,.225,.297,.273,.352,.499,.374,140,38.7,1006080
Jim Gentile,- - -,936,3479,179,434,549,3,13.7 %,19.1 %,.227,.275,.260,.368,.486,.374,133,20.4,1004612
Baby Doll Jacobson,- - -,1472,6072,83,787,821,86,5.8 %,6.8 %,.139,.325,.311,.357,.450,.374,108,25.7,1006316
Don Lenhardt,- - -,481,1720,61,192,239,6,12.4 %,13.7 %,.179,.287,.271,.365,.450,.374,112,5.4,1007522
Irish Meusel,- - -,1289,5309,106,701,819,113,5.1 %,3.7 %,.154,.308,.310,.348,.464,.374,117,22.8,1008818
Dusty Cooke,- - -,608,2058,24,324,229,32,14.1 %,13.4 %,.136,.322,.280,.384,.416,.374,109,7.7,1002568
Roger Bresnahan,- - -,1446,5374,26,682,530,212,13.3 %,6.8 %,.098,.282,.279,.386,.377,.373,128,39.6,1001396
George Treadway,- - -,326,1457,12,256,224,60,11.3 %,7.9 %,.144,.304,.284,.368,.428,.373,103,3.8,1013168
Erubiel Durazo,- - -,622,2291,94,333,330,7,13.4 %,18.7 %,.206,.314,.281,.381,.487,.373,124,8.8,1413
Greg Luzinski,- - -,1820,7518,307,880,1128,37,11.2 %,19.9 %,.202,.311,.276,.363,.478,.373,131,32.7,1007855
Doc Crandall,- - -,500,1033,9,109,126,9,11.4 %,10.4 %,.113,.328,.285,.372,.398,.373,121,7.4,1002730
Ron Blomberg,- - -,459,1493,52,184,224,7,9.4 %,9.0 %,.179,.292,.293,.360,.473,.373,141,8.3,1001081
Ron Northey,- - -,1084,3567,108,385,513,7,10.1 %,8.3 %,.174,.276,.276,.352,.450,.373,121,13.3,1009643
John Kruk,- - -,1190,4603,100,582,592,58,14.1 %,15.2 %,.145,.341,.300,.397,.446,.373,134,27.0,1007184
Hank Leiber,- - -,813,3140,101,410,518,5,8.7 %,10.2 %,.174,.296,.288,.356,.462,.373,122,14.5,1007490
Gene Tenace,- - -,1529,5525,201,653,674,36,17.8 %,18.1 %,.187,.266,.241,.388,.429,.373,140,45.0,1012911
Aaron Robinson,- - -,610,2189,61,208,272,0,15.4 %,8.9 %,.152,.263,.260,.375,.412,.373,115,13.4,1011052
Elmer Valo,- - -,1806,6091,58,768,601,110,15.5 %,4.7 %,.109,.290,.282,.398,.391,.373,117,27.3,1013335
Rocky Colavito,- - -,1841,7559,374,971,1159,19,12.6 %,11.6 %,.223,.255,.266,.359,.489,.373,132,49.2,1002404
Bernie Williams,Yankees,2074,9053,287,1366,1257,147,11.8 %,13.4 %,.180,.318,.297,.381,.477,.373,126,44.3,857
Rickey Henderson,- - -,3068,13346,297,2295,1115,1406,16.4 %,12.7 %,.140,.305,.279,.401,.419,.372,132,106.2,194
Fred Lynn,- - -,1950,7923,306,1063,1111,72,10.8 %,14.1 %,.201,.296,.283,.360,.484,.372,129,49.2,1007872
Dick Kokos,Browns,475,1816,59,239,223,15,13.3 %,13.9 %,.178,.281,.263,.365,.441,.372,105,4.4,1007083
Joe Morgan,- - -,2645,11329,268,1650,1133,689,16.5 %,9.0 %,.156,.278,.271,.392,.427,.372,135,98.8,1009179
Buddy Myer,- - -,1923,8187,38,1174,850,156,11.8 %,5.2 %,.103,.318,.303,.389,.406,.372,110,43.9,1009415
Taffy Wright,- - -,1029,3981,38,465,553,32,8.7 %,3.9 %,.111,.318,.311,.376,.423,.372,114,16.4,1014296
Ryan Klesko,- - -,1727,6523,278,874,987,91,12.5 %,16.5 %,.222,.298,.279,.370,.500,.372,127,29.5,1041
Darryl Strawberry,- - -,1577,6326,335,898,1000,221,12.9 %,21.4 %,.247,.282,.259,.357,.505,.372,137,41.5,1012606
Sam Rice,- - -,2404,10246,34,1514,1078,351,6.9 %,2.7 %,.104,.330,.322,.374,.427,.372,113,50.3,1010900
Buster Posey,Giants,456,1850,61,215,263,6,9.6 %,13.8 %,.179,.330,.308,.377,.486,.372,140,17.8,9166
Buck Ewing,- - -,1315,5770,71,1129,883,354,6.8 %,5.1 %,.153,.311,.303,.351,.456,.372,123,48.1,1003881
Gene Woodling,- - -,1796,6613,147,830,830,29,13.9 %,7.2 %,.147,.288,.284,.386,.431,.372,125,33.3,1014228
Dummy Hoy,- - -,1796,8369,40,1426,726,594,12.0 %,3.9 %,.086,.291,.287,.386,.373,.372,112,34.6,1006111
Pinky Higgins,- - -,1802,7554,140,930,1075,61,10.6 %,7.8 %,.135,.305,.292,.370,.428,.372,107,27.7,1005793
Earl Torgeson,- - -,1668,6037,149,848,740,133,16.2 %,10.8 %,.152,.279,.265,.385,.417,.371,121,29.8,1013124
Ken Singleton,- - -,2082,8559,246,985,1065,21,14.8 %,14.6 %,.154,.310,.282,.388,.436,.371,134,44.4,1012011
Pedro Guerrero,- - -,1533,6115,215,730,898,97,10.0 %,14.1 %,.180,.320,.300,.370,.480,.371,138,36.5,1005120
Joe Cunningham,- - -,1141,4061,64,525,436,16,14.8 %,9.1 %,.125,.310,.291,.403,.417,.371,124,19.5,1002881
Kent Hrbek,Twins,1734,7137,293,903,1086,37,11.7 %,11.2 %,.198,.282,.282,.367,.481,.371,126,37.6,1006117
Dave Harris,- - -,542,1678,32,243,247,28,11.7 %,14.6 %,.163,.320,.281,.368,.444,.371,111,6.4,1005408
Chet Laabs,- - -,950,3538,117,467,509,32,11.0 %,16.8 %,.190,.291,.262,.346,.452,.371,112,13.2,1007229
Jay Buhner,- - -,1462,5927,310,797,965,6,13.4 %,23.7 %,.240,.287,.254,.359,.494,.371,123,22.3,1001638
Socks Seybold,- - -,997,4114,51,478,556,66,7.1 %, ,.130,.000,.294,.353,.424,.371,128,23.3,1011775
Johnny Pesky,- - -,1270,5516,17,867,404,53,12.0 %,4.0 %,.079,.319,.307,.394,.386,.371,111,32.1,1010219
Rico Carty,- - -,1651,6318,204,712,890,21,10.2 %,10.5 %,.165,.307,.299,.369,.464,.371,132,34.7,1002025
Jackie Jensen,- - -,1438,6079,199,810,929,143,12.3 %,9.0 %,.181,.278,.279,.369,.460,.371,120,32.5,1006398
Eddie Stanky,- - -,1259,5435,29,811,364,48,18.3 %,6.9 %,.080,.289,.268,.410,.348,.371,117,37.7,1012406
Bill Keister,- - -,621,2611,18,400,400,131,3.4 %,7.9 %,.129,.264,.312,.349,.440,.371,112,10.9,1006763
Evan Longoria,Rays,797,3419,162,471,544,37,10.9 %,20.5 %,.238,.305,.275,.357,.512,.371,135,36.1,9368
Joe Vosmik,- - -,1414,6084,65,818,874,23,8.4 %,4.5 %,.130,.315,.307,.369,.438,.371,104,20.0,1013456
Mike Napoli,- - -,866,3231,169,450,472,27,12.0 %,26.6 %,.243,.310,.259,.357,.502,.371,129,23.1,3057
Solly Hemus,- - -,961,3250,51,459,263,21,14.0 %,7.6 %,.138,.285,.273,.390,.411,.371,117,23.8,1005627
Birdie Cree,Highlanders,742,2982,11,345,332,132,9.0 %,8.3 %,.105,.299,.292,.368,.398,.370,123,14.9,1002752
Ed Lennox,- - -,448,1615,18,138,185,38,10.8 %,9.0 %,.126,.304,.274,.361,.400,.370,124,10.0,1007525
Fred Carroll,- - -,754,3290,27,546,366,137,10.6 %,6.2 %,.124,.301,.284,.370,.408,.370,129,23.1,1002002
Orlando Cepeda,- - -,2124,8695,379,1131,1365,142,6.8 %,13.4 %,.203,.306,.297,.350,.499,.370,131,50.3,1002103
John Titus,- - -,1402,5818,38,738,561,140,10.7 %,6.3 %,.103,.292,.282,.373,.385,.370,125,30.5,1013085
Sammy Sosa,- - -,2340,9896,609,1475,1667,234,9.4 %,23.3 %,.261,.301,.273,.344,.534,.370,124,60.4,302
Nick Johnson,- - -,832,3316,95,430,398,29,15.7 %,17.2 %,.173,.307,.268,.399,.441,.370,126,15.2,828
Ed McKean,- - -,1654,7610,66,1227,1124,323,8.3 %,3.2 %,.114,.318,.302,.364,.416,.370,111,38.3,1008581
Yogi Berra,- - -,2120,8364,358,1175,1430,30,8.4 %,4.9 %,.198,.262,.285,.348,.482,.370,124,63.7,1000898
Dick Dietz,- - -,646,2244,66,226,301,4,17.0 %,17.9 %,.163,.300,.261,.390,.425,.370,132,14.5,1003290
Randy Milligan,- - -,697,2594,70,305,284,16,17.2 %,16.6 %,.159,.296,.261,.391,.420,.370,131,14.6,1008946
Phil Cavarretta,- - -,2030,7701,95,990,920,65,10.6 %,7.8 %,.123,.310,.293,.372,.416,.370,119,34.5,1002093
Roy Johnson,- - -,1155,4886,58,717,556,135,10.0 %,7.8 %,.141,.315,.296,.369,.437,.370,107,15.7,1006498
Matt Carpenter,Cardinals,278,1076,17,170,124,4,10.2 %,15.3 %,.163,.351,.306,.381,.470,.370,138,8.3,8090
Jake Virtue,Spiders,474,2054,7,321,256,50,13.4 %,6.8 %,.103,.294,.274,.376,.376,.370,114,9.3,1013440
Tony Gwynn,Padres,2436,10232,135,1383,1138,319,7.7 %,4.2 %,.120,.341,.338,.388,.459,.370,132,65.0,1005166
Frankie Frisch,- - -,2311,10100,105,1532,1244,419,7.2 %,2.7 %,.116,.318,.316,.369,.432,.370,112,74.8,1004364
Rube Bressler,- - -,1305,4498,32,544,586,47,10.0 %,5.5 %,.112,.316,.301,.378,.413,.370,113,19.2,1001398
Derrek Lee,- - -,1930,7963,331,1081,1078,104,11.0 %,20.4 %,.213,.321,.281,.365,.495,.369,123,36.0,525
Rod Carew,- - -,2465,10550,92,1424,1015,353,9.6 %,9.7 %,.101,.359,.328,.393,.429,.369,132,72.3,1001942
Harvey Hendrick,- - -,922,3220,48,434,413,75,7.4 %,7.5 %,.135,.324,.308,.364,.443,.369,113,13.4,1005643
Ray Sanders,- - -,630,2557,42,321,329,8,12.8 %,8.4 %,.127,.288,.274,.370,.401,.369,120,12.0,1011418
Bernie Carbo,- - -,998,3320,96,372,358,26,16.2 %,18.4 %,.163,.306,.264,.387,.427,.369,128,20.6,1001935
Adam Dunn,- - -,1870,7817,440,1048,1104,62,15.9 %,28.4 %,.257,.286,.238,.366,.495,.369,123,23.0,319
Adrian Gonzalez,- - -,1333,5671,235,740,850,5,10.2 %,17.4 %,.207,.323,.294,.367,.501,.369,132,31.6,1908
Topper Rigney,- - -,694,2841,13,324,315,44,13.3 %,6.2 %,.099,.307,.288,.388,.387,.369,106,13.8,1010962
Al Scheer,- - -,281,1080,5,141,105,41,10.7 %,7.5 %,.111,.304,.281,.368,.392,.369,120,5.1,1011530
Topsy Hartsel,- - -,1356,5793,31,826,341,247,14.4 %, ,.095,.000,.276,.384,.370,.369,131,33.7,1005464
Perry Werden,- - -,693,3072,26,444,439,150,9.1 %,7.6 %,.132,.292,.282,.359,.414,.369,112,19.6,1013784
Milt Byrnes,Browns,390,1519,16,174,154,3,13.1 %,12.0 %,.121,.310,.274,.373,.395,.369,121,8.0,1001800
Earl Sheely,- - -,1234,5263,48,572,747,33,10.7 %,3.9 %,.099,.306,.300,.383,.399,.369,107,18.4,1011850
Happy Felsch,White Sox,749,3129,38,385,446,88,6.6 %,8.0 %,.134,.312,.293,.347,.427,.369,121,19.7,1003977
Elbie Fletcher,- - -,1415,5826,79,723,616,32,14.6 %,8.5 %,.119,.289,.271,.384,.390,.369,121,30.7,1004150
Bob Allison,Senators,1541,5921,256,811,796,84,13.4 %,17.4 %,.217,.271,.255,.358,.471,.369,129,35.3,1000166
Jack Tobin,- - -,1619,6872,64,936,581,147,7.4 %,3.9 %,.111,.315,.309,.364,.420,.368,108,21.3,1013088
Larry Doyle,- - -,1766,7382,74,960,793,298,8.5 %,4.5 %,.118,.295,.290,.357,.408,.368,126,49.6,1003467
Spud Johnson,- - -,331,1463,4,246,238,93,7.5 %,8.1 %,.090,.296,.302,.368,.392,.368,121,5.7,1006503
George Stone,- - -,849,3668,23,428,268,133,7.7 %, ,.095,.000,.301,.361,.396,.368,140,26.3,1012564
Bobby Bonds,- - -,1842,8090,332,1258,1024,460,11.3 %,21.7 %,.203,.310,.268,.353,.471,.368,130,57.1,1001157
Spud Davis,- - -,1458,4713,77,388,647,6,8.2 %,6.9 %,.122,.321,.308,.369,.430,.368,109,24.9,1003078
Scott Rolen,- - -,2038,8518,316,1211,1287,118,10.6 %,16.6 %,.210,.305,.281,.364,.490,.368,122,70.1,970
Chris Hoiles,Orioles,877,3339,151,415,449,5,13.0 %,18.4 %,.205,.283,.262,.366,.467,.368,122,24.8,1005935
Robinson Cano,Yankees,1374,5791,204,799,822,38,6.0 %,11.9 %,.195,.322,.309,.355,.504,.368,126,37.1,3269
Ed Swartwood,- - -,724,3244,14,607,229,120,10.0 %,18.6 %,.100,.324,.299,.379,.400,.368,134,20.9,1012766
Eric Davis,- - -,1596,6147,282,938,934,349,12.0 %,22.7 %,.214,.311,.269,.359,.482,.368,126,34.9,1003048
Jimmy Sheckard,- - -,2122,9118,56,1296,813,465,12.4 %,10.0 %,.104,.282,.274,.375,.378,.368,121,56.7,1011843
Roy Sievers,- - -,1887,7349,318,945,1147,14,11.4 %,12.5 %,.208,.266,.267,.354,.475,.367,121,27.5,1011959
Cliff Lee,- - -,521,1718,38,216,216,14,6.1 %,10.8 %,.162,.322,.300,.344,.462,.367,100,2.6,1007450
Carl Furillo,Dodgers,1806,7022,192,895,1058,48,7.3 %,6.2 %,.159,.298,.299,.355,.458,.367,113,32.3,1004409
Sam West,- - -,1753,6972,75,934,838,53,10.0 %,7.7 %,.126,.319,.299,.371,.425,.367,103,27.2,1013813
Jorge Posada,Yankees,1825,7150,275,900,1065,20,13.1 %,20.3 %,.201,.315,.273,.374,.474,.367,123,44.9,841
George Burns,- - -,1866,7233,72,901,951,154,5.0 %,6.0 %,.122,.321,.307,.354,.429,.367,111,31.0,1001709
Johnny Hopp,- - -,1393,4804,46,698,458,128,9.7 %,7.9 %,.118,.317,.296,.368,.414,.367,115,23.4,1006022
Vin Campbell,- - -,546,2272,15,326,167,92,5.8 %,6.9 %,.098,.331,.310,.357,.408,.367,113,8.5,1001893
Allen Craig,Cardinals,372,1420,50,192,247,9,7.1 %,18.0 %,.186,.345,.306,.358,.492,.367,135,7.7,3433
Jose Bautista,- - -,1095,4303,211,601,576,44,13.5 %,18.8 %,.234,.269,.254,.361,.487,.367,126,22.3,1887
Jeff Kent,- - -,2286,9537,377,1320,1518,94,8.4 %,16.0 %,.210,.311,.290,.356,.500,.367,123,56.6,1119
Bob Horner,- - -,1020,4213,218,560,684,14,8.8 %,12.2 %,.222,.268,.277,.340,.499,.367,126,19.5,1006026
Ron Santo,- - -,2242,9397,342,1138,1331,35,11.8 %,14.3 %,.187,.292,.277,.362,.464,.367,126,70.9,1011447
Gus Suhr,- - -,1435,5989,84,714,818,53,12.0 %,7.2 %,.148,.292,.279,.368,.428,.367,114,23.7,1012674
Buddy Lewis,Senators,1349,5937,71,830,607,83,9.7 %,5.1 %,.123,.305,.297,.368,.420,.367,110,26.2,1007578
John Jaha,- - -,818,3285,141,470,490,36,13.1 %,20.9 %,.201,.299,.263,.369,.465,.367,116,11.4,1006336
Andy Pafko,- - -,1852,7026,213,844,976,38,8.0 %,6.8 %,.163,.282,.285,.350,.449,.366,116,34.8,1009948
Pepper Martin,Cardinals,1189,4521,59,754,501,146,8.2 %,9.7 %,.145,.323,.298,.358,.443,.366,114,20.2,1008189
Alvin Davis,- - -,1205,5010,160,568,683,7,13.7 %,11.1 %,.170,.288,.280,.380,.450,.366,125,21.1,1003033
Kirby Puckett,Twins,1781,7831,207,1071,1085,134,5.7 %,12.3 %,.159,.342,.318,.360,.477,.366,122,44.9,1010557
Austin McHenry,Cardinals,543,2138,34,262,286,35,5.5 %,10.7 %,.145,.329,.302,.343,.448,.366,121,10.2,1008564
Vic Saier,- - -,865,3431,55,455,395,121,11.0 %,10.8 %,.146,.285,.263,.351,.409,.366,122,17.4,1011372
Pie Traynor,Pirates,1941,8293,58,1183,1273,158,5.7 %,3.4 %,.115,.326,.320,.362,.435,.366,107,37.7,1013165
Babe Young,- - -,728,2709,79,320,415,9,10.1 %,5.9 %,.163,.267,.273,.352,.436,.366,117,9.9,1014363
Mike Sweeney,- - -,1447,5848,215,759,909,53,8.9 %,10.5 %,.189,.300,.297,.366,.486,.366,117,21.0,634
Elmer Smith,- - -,1012,3629,70,469,541,54,8.8 %,9.9 %,.161,.293,.276,.344,.437,.366,110,13.7,1012135
George Davis,- - -,2368,10151,73,1539,1437,616,8.6 %,4.4 %,.110,.313,.295,.361,.405,.366,118,84.6,1003049
Ed Coleman,- - -,439,1467,40,193,246,1,8.0 %,10.4 %,.174,.298,.285,.345,.459,.366,101,2.8,1002421
Smead Jolley,- - -,473,1813,46,188,313,5,4.9 %,5.8 %,.170,.305,.305,.343,.475,.366,108,4.7,1006518
Del Ennis,- - -,1903,7940,288,985,1284,45,7.5 %,9.1 %,.187,.282,.284,.340,.472,.365,116,28.7,1003786
Roberto Clemente,Pirates,2433,10212,240,1416,1305,83,6.1 %,12.0 %,.158,.343,.317,.359,.475,.365,129,80.6,1002340
Keith Hernandez,- - -,2063,8553,162,1124,1071,98,12.5 %,11.8 %,.140,.322,.296,.384,.436,.365,131,59.4,1005706
Harry Rice,- - -,1034,4247,48,620,506,59,8.9 %,4.6 %,.122,.306,.299,.368,.421,.365,104,13.2,1010895
Al Wickland,- - -,444,1756,12,212,144,58,11.8 %,10.5 %,.116,.303,.270,.364,.386,.365,123,10.8,1013920
Carlos Quentin,- - -,784,3092,150,407,473,16,9.1 %,15.6 %,.236,.258,.255,.350,.492,.365,124,10.8,6274
Ival Goodman,- - -,1107,4440,95,609,525,49,8.6 %,8.6 %,.164,.292,.281,.352,.445,.365,120,23.9,1004857
